,sourceid,dstid,dow,mean_travel_time,src_longitude_rad,src_latitude_rad,dst_longitude_rad,dst_latitude_rad,src_lat_long,dst_lat_long,distances
1845,179,465,6,1553.48,-0.001186694156893612,0.9003277272710413,-0.003052137732265017,0.8999212445543092,"-0.001186694156893612, 0.9003277272710413","-0.003052137732265017, 0.8999212445543092",4.860293176186383
1846,179,797,4,2672.62,-0.001186694156893612,0.9003277272710413,-0.0034780996411424834,0.8990449726659275,"-0.001186694156893612, 0.9003277272710413","-0.0034780996411424834, 0.8990449726659275",7.584657871635684
1847,179,951,2,891.43,-0.001186694156893612,0.9003277272710413,-0.00018482779069407774,0.9006578211478551,"-0.001186694156893612, 0.9003277272710413","-0.00018482779069407774, 0.9006578211478551",2.7870095113303024
1848,179,880,7,2520.3,-0.001186694156893612,0.9003277272710413,-0.0007312173326582449,0.8982049442738941,"-0.001186694156893612, 0.9003277272710413","-0.0007312173326582449, 0.8982049442738941",8.47223163142629
1849,179,22,7,1650.07,-0.001186694156893612,0.9003277272710413,0.0024340814861138625,0.9003847445004307,"-0.001186694156893612, 0.9003277272710413","0.0024340814861138625, 0.9003847445004307",8.902666964939463
1850,605,542,7,2179.29,-0.0017606055840158341,0.9016385466958744,-0.005092791661072731,0.8993629465680713,"-0.0017606055840158341, 0.9016385466958744","-0.005092791661072731, 0.8993629465680713",12.169633212509778
1851,605,567,6,2876.88,-0.0017606055840158341,0.9016385466958744,-0.0023392748896572074,0.8992355126338806,"-0.0017606055840158341, 0.9016385466958744","-0.0023392748896572074, 0.8992355126338806",9.612199778216096
1852,605,280,4,1599.0,-0.0017606055840158341,0.9016385466958744,0.0008222719220238285,0.9002903677640705,"-0.0017606055840158341, 0.9016385466958744","0.0008222719220238285, 0.9002903677640705",8.287876889378882
1853,605,413,2,829.37,-0.0017606055840158341,0.9016385466958744,-0.0031056278687177693,0.901362200254093,"-0.0017606055840158341, 0.9016385466958744","-0.0031056278687177693, 0.901362200254093",3.4775769358078428
1854,605,410,4,635.57,-0.0017606055840158341,0.9016385466958744,-0.00314825127959916,0.901552335413615,"-0.0017606055840158341, 0.9016385466958744","-0.00314825127959916, 0.901552335413615",3.422514470129005
1855,605,265,4,1858.38,-0.0017606055840158341,0.9016385466958744,0.0011814172457237486,0.8993676351405584,"-0.0017606055840158341, 0.9016385466958744","0.0011814172457237486, 0.8993676351405584",11.531767067965722
1856,605,151,4,1973.38,-0.0017606055840158341,0.9016385466958744,-0.0011737883307934751,0.8999598089394365,"-0.0017606055840158341, 0.9016385466958744","-0.0011737883307934751, 0.8999598089394365",6.795747712947055
1857,605,147,2,1679.04,-0.0017606055840158341,0.9016385466958744,-0.001592969820825419,0.900083034128367,"-0.0017606055840158341, 0.9016385466958744","-0.001592969820825419, 0.900083034128367",6.16737008474733
1858,605,135,3,832.69,-0.0017606055840158341,0.9016385466958744,-0.0014513232712827333,0.9009418594148325,"-0.0017606055840158341, 0.9016385466958744","-0.0014513232712827333, 0.9009418594148325",2.858779282946112
1859,605,131,4,840.87,-0.0017606055840158341,0.9016385466958744,-0.0012256929618777422,0.9009865880182976,"-0.0017606055840158341, 0.9016385466958744","-0.0012256929618777422, 0.9009865880182976",2.894228032497504
1860,109,331,6,2051.43,-0.0018589138071702265,0.8968981380419917,-0.002485763979529141,0.8984635707832441,"-0.0018589138071702265, 0.8968981380419917","-0.002485763979529141, 0.8984635707832441",6.382904509756673
1861,109,874,6,2283.37,-0.0018589138071702265,0.8968981380419917,-0.0005508872361905713,0.8984686362535677,"-0.0018589138071702265, 0.8968981380419917","-0.0005508872361905713, 0.8984686362535677",7.0004756034727365
1862,109,483,3,3238.27,-0.0018589138071702265,0.8968981380419917,-0.005158599661597276,0.8987042765974342,"-0.0018589138071702265, 0.8968981380419917","-0.005158599661597276, 0.8987042765974342",10.828560684586936
1863,109,791,3,633.84,-0.0018589138071702265,0.8968981380419917,-0.0024384180537858303,0.8971982777719795,"-0.0018589138071702265, 0.8968981380419917","-0.0024384180537858303, 0.8971982777719795",1.8589511512803416
1864,109,323,6,2852.17,-0.0018589138071702265,0.8968981380419917,-0.00010356366492332708,0.8989314621127701,"-0.0018589138071702265, 0.8968981380419917","-0.00010356366492332708, 0.8989314621127701",9.134212641024666
1865,109,312,1,1166.77,-0.0018589138071702265,0.8968981380419917,-0.002735886364603426,0.896291063003667,"-0.0018589138071702265, 0.8968981380419917","-0.002735886364603426, 0.896291063003667",3.233929271070876
1866,109,208,1,2518.47,-0.0018589138071702265,0.8968981380419917,-0.0036528444328515542,0.8990196520793796,"-0.0018589138071702265, 0.8968981380419917","-0.0036528444328515542, 0.8990196520793796",9.486751077965295
1867,109,16,1,1671.45,-0.0018589138071702265,0.8968981380419917,-0.00118684664060211,0.8981232661523528,"-0.0018589138071702265, 0.8968981380419917","-0.00118684664060211, 0.8981232661523528",5.122310930770917
1868,109,223,1,2100.58,-0.0018589138071702265,0.8968981380419917,-0.004883904541086891,0.8968988347523353,"-0.0018589138071702265, 0.8968981380419917","-0.004883904541086891, 0.8968988347523353",7.46775797208087
1869,109,73,1,1516.39,-0.0018589138071702265,0.8968981380419917,0.00032098876556485107,0.8973115630699748,"-0.0018589138071702265, 0.8968981380419917","0.00032098876556485107, 0.8973115630699748",5.623207024806938
1870,158,426,1,1180.16,-0.004148671629933244,0.8992292963176032,-0.005096239704005187,0.8999359948885338,"-0.004148671629933244, 0.8992292963176032","-0.005096239704005187, 0.8999359948885338",3.6402287102432993
1871,158,575,5,2756.55,-0.004148671629933244,0.8992292963176032,-0.001833445710339342,0.8973799065979945,"-0.004148671629933244, 0.8992292963176032","-0.001833445710339342, 0.8973799065979945",9.277891266639688
1872,158,423,4,1092.4,-0.004148671629933244,0.8992292963176032,-0.004708665468850667,0.9000039146359733,"-0.004148671629933244, 0.8992292963176032","-0.004708665468850667, 0.9000039146359733",3.359859105323433
1873,158,550,6,930.12,-0.004148671629933244,0.8992292963176032,-0.005485866873917981,0.8991434304893569,"-0.004148671629933244, 0.8992292963176032","-0.005485866873917981, 0.8991434304893569",3.309133081702251
1874,158,375,1,1276.97,-0.004148671629933244,0.8992292963176032,-0.0036852795823591037,0.8999992161362329,"-0.004148671629933244, 0.8992292963176032","-0.0036852795823591037, 0.8999992161362329",3.252182025624488
1875,158,341,4,1644.76,-0.004148671629933244,0.8992292963176032,-0.002942210502724886,0.898017875523076,"-0.004148671629933244, 0.8992292963176032","-0.002942210502724886, 0.898017875523076",5.6390888935222065
1876,158,249,6,2239.83,-0.004148671629933244,0.8992292963176032,-0.0017461449447258534,0.8976873063238358,"-0.004148671629933244, 0.8992292963176032","-0.0017461449447258534, 0.8976873063238358",8.500104598993106
1877,158,826,7,2980.22,-0.004148671629933244,0.8992292963176032,0.0009135201999098057,0.9000638827289779,"-0.004148671629933244, 0.8992292963176032","0.0009135201999098057, 0.9000638827289779",12.88412500947819
1878,158,260,6,3017.74,-0.004148671629933244,0.8992292963176032,-0.0004363425836722242,0.8978949974569164,"-0.004148671629933244, 0.8992292963176032","-0.0004363425836722242, 0.8978949974569164",10.559454365175656
1879,158,233,7,1852.97,-0.004148671629933244,0.8992292963176032,-0.002343050261508701,0.8982711899685105,"-0.004148671629933244, 0.8992292963176032","-0.002343050261508701, 0.8982711899685105",5.843241657397486
1880,638,104,3,1161.42,-0.0008170754334180575,0.899661877017042,0.0010223390935447472,0.8980699926072547,"-0.0008170754334180575, 0.899661877017042","0.0010223390935447472, 0.8980699926072547",7.757383896537122
1881,638,465,2,2179.06,-0.0008170754334180575,0.899661877017042,-0.003052137732265017,0.8999212445543092,"-0.0008170754334180575, 0.899661877017042","-0.003052137732265017, 0.8999212445543092",5.592589732836168
1882,638,268,5,864.66,-0.0008170754334180575,0.899661877017042,0.0002779989227529108,0.8992070284586315,"-0.0008170754334180575, 0.899661877017042","0.0002779989227529108, 0.8992070284586315",3.2403301438845022
1883,638,697,7,940.86,-0.0008170754334180575,0.899661877017042,-0.0012815727636978273,0.900504548983534,"-0.0008170754334180575, 0.899661877017042","-0.0012815727636978273, 0.900504548983534",3.523832633565373
1884,638,281,6,871.31,-0.0008170754334180575,0.899661877017042,0.0014262071147940051,0.9002321466634524,"-0.0008170754334180575, 0.899661877017042","0.0014262071147940051, 0.9002321466634524",5.960246990418225
1885,638,946,7,1029.09,-0.0008170754334180575,0.899661877017042,0.00019106552605759592,0.9009222188398595,"-0.0008170754334180575, 0.899661877017042","0.00019106552605759592, 0.9009222188398595",5.567833587680376
1886,638,909,7,1996.48,-0.0008170754334180575,0.899661877017042,-0.001544349102699316,0.8985996035047826,"-0.0008170754334180575, 0.899661877017042","-0.001544349102699316, 0.8985996035047826",4.5678518495491325
1887,638,743,6,1060.36,-0.0008170754334180575,0.899661877017042,-0.0017843247439194591,0.8998851343574833,"-0.0008170754334180575, 0.899661877017042","-0.0017843247439194591, 0.8998851343574833",2.5378716731818765
1888,638,264,7,1037.33,-0.0008170754334180575,0.899661877017042,0.0005333681356522262,0.8993934981079136,"-0.0008170754334180575, 0.899661877017042","0.0005333681356522262, 0.8993934981079136",3.4883329723656176
1889,638,156,7,756.72,-0.0008170754334180575,0.899661877017042,-0.0013864526260745497,0.8994731026535121,"-0.0008170754334180575, 0.899661877017042","-0.0013864526260745497, 0.8994731026535121",1.587530254367183
1890,139,124,2,555.08,-0.0016754049354284037,0.9008146450094286,-0.002322271696705179,0.9013182047606648,"-0.0016754049354284037, 0.9008146450094286","-0.002322271696705179, 0.9013182047606648",2.5479263288062595
1891,139,213,1,3009.65,-0.0016754049354284037,0.9008146450094286,-0.0031295222863562265,0.898722656018265,"-0.0016754049354284037, 0.9008146450094286","-0.0031295222863562265, 0.898722656018265",9.0157896317161
1892,139,707,7,1629.08,-0.0016754049354284037,0.9008146450094286,-0.005613434087082518,0.9007977931964773,"-0.0016754049354284037, 0.9008146450094286","-0.005613434087082518, 0.9007977931964773",9.67434846042917
1893,139,368,4,657.5,-0.0016754049354284037,0.9008146450094286,-0.003103735968638906,0.9002629408867867,"-0.0016754049354284037, 0.9008146450094286","-0.003103735968638906, 0.9002629408867867",4.1332359815564645
1894,139,102,6,2038.4,-0.0016754049354284037,0.9008146450094286,0.0007364958044674026,0.8981214342952122,"-0.0016754049354284037, 0.9008146450094286","0.0007364958044674026, 0.8981214342952122",12.195889660576519
1895,139,837,6,2459.22,-0.0016754049354284037,0.9008146450094286,-0.004371865250857007,0.8983048729981288,"-0.0016754049354284037, 0.9008146450094286","-0.004371865250857007, 0.8983048729981288",11.941309701230557
1896,139,434,1,1274.67,-0.0016754049354284037,0.9008146450094286,-0.0049774593692430156,0.8997194111929673,"-0.0016754049354284037, 0.9008146450094286","-0.0049774593692430156, 0.8997194111929673",9.20127043471983
1897,139,601,6,827.62,-0.0016754049354284037,0.9008146450094286,-0.000802205631304074,0.9017139931690854,"-0.0016754049354284037, 0.9008146450094286","-0.000802205631304074, 0.9017139931690854",4.153816549064671
1898,139,4,1,1447.98,-0.0016754049354284037,0.9008146450094286,0.0005441969938265489,0.89904055737224,"-0.0016754049354284037, 0.9008146450094286","0.0005441969938265489, 0.89904055737224",8.891215981457847
1899,139,130,4,202.71,-0.0016754049354284037,0.9008146450094286,-0.0015979017300360757,0.9010297968290824,"-0.0016754049354284037, 0.9008146450094286","-0.0015979017300360757, 0.9010297968290824",0.8721693767999126
1900,162,122,7,878.36,-0.002040756857200306,0.9006861002539812,-0.0006581889828128996,0.9012420427278323,"-0.002040756857200306, 0.9006861002539812","-0.0006581889828128996, 0.9012420427278323",4.0457269220148175
1901,162,826,5,1117.66,-0.002040756857200306,0.9006861002539812,0.0009135201999098057,0.9000638827289779,"-0.002040756857200306, 0.9006861002539812","0.0009135201999098057, 0.9000638827289779",7.667254781270327
1902,162,367,1,893.81,-0.002040756857200306,0.9006861002539812,-0.003906641536778019,0.9003774472347535,"-0.002040756857200306, 0.9006861002539812","-0.003906641536778019, 0.9003774472347535",4.7450921435694795
1903,162,898,4,2685.12,-0.002040756857200306,0.9006861002539812,-0.0016996232024772857,0.8989285343157164,"-0.002040756857200306, 0.9006861002539812","-0.0016996232024772857, 0.8989285343157164",7.003378076690739
1904,162,953,4,909.55,-0.002040756857200306,0.9006861002539812,3.889675756963761e-05,0.9005390000101664,"-0.002040756857200306, 0.9006861002539812","3.889675756963761e-05, 0.9005390000101664",5.1431319631231105
1905,162,2,1,1808.11,-0.002040756857200306,0.9006861002539812,0.0001757719995820523,0.8990808544918424,"-0.002040756857200306, 0.9006861002539812","0.0001757719995820523, 0.8990808544918424",8.369298089873066
1906,162,953,3,853.49,-0.002040756857200306,0.9006861002539812,3.889675756963761e-05,0.9005390000101664,"-0.002040756857200306, 0.9006861002539812","3.889675756963761e-05, 0.9005390000101664",5.1431319631231105
1907,162,675,5,1966.16,-0.002040756857200306,0.9006861002539812,-0.007595519914377622,0.8996330424635656,"-0.002040756857200306, 0.9006861002539812","-0.007595519914377622, 0.8996330424635656",14.278147341494613
1908,162,670,3,435.74,-0.002040756857200306,0.9006861002539812,-0.0025233393208391936,0.900502353420973,"-0.002040756857200306, 0.9006861002539812","-0.0025233393208391936, 0.900502353420973",1.390887009269622
1909,162,180,3,707.82,-0.002040756857200306,0.9006861002539812,-0.001499693010546254,0.9002881621245857,"-0.002040756857200306, 0.9006861002539812","-0.001499693010546254, 0.9002881621245857",2.0606705226716917
1910,950,898,7,2027.44,8.971662780230261e-05,0.9007194032898721,-0.0016996232024772857,0.8989285343157164,"8.971662780230261e-05, 0.9007194032898721","-0.0016996232024772857, 0.8989285343157164",8.340413603613293
1911,950,654,5,1190.06,8.971662780230261e-05,0.9007194032898721,0.003636261794729343,0.8990047465461108,"8.971662780230261e-05, 0.9007194032898721","0.003636261794729343, 0.8990047465461108",11.049814459335947
1912,950,22,7,908.23,8.971662780230261e-05,0.9007194032898721,0.0024340814861138625,0.9003847445004307,"8.971662780230261e-05, 0.9007194032898721","0.0024340814861138625, 0.9003847445004307",5.911153569278228
1913,950,56,2,1388.78,8.971662780230261e-05,0.9007194032898721,-0.003381781247945308,0.9008335458937164,"8.971662780230261e-05, 0.9007194032898721","-0.003381781247945308, 0.9008335458937164",8.540309720082691
1914,950,921,3,1671.84,8.971662780230261e-05,0.9007194032898721,-0.0010811266277128803,0.899374089624551,"8.971662780230261e-05, 0.9007194032898721","-0.0010811266277128803, 0.899374089624551",6.050882990377725
1915,950,610,1,1828.83,8.971662780230261e-05,0.9007194032898721,-0.0009580035538956178,0.8996750573031528,"8.971662780230261e-05, 0.9007194032898721","-0.0009580035538956178, 0.8996750573031528",4.868620101969123
1916,950,466,2,2180.96,8.971662780230261e-05,0.9007194032898721,-0.002484458173061923,0.8998113083168153,"8.971662780230261e-05, 0.9007194032898721","-0.002484458173061923, 0.8998113083168153",7.276617677646889
1917,950,10,1,882.44,8.971662780230261e-05,0.9007194032898721,0.0008960694214517938,0.8992353002762468,"8.971662780230261e-05, 0.9007194032898721","0.0008960694214517938, 0.8992353002762468",6.19693767411129
1918,950,211,3,3055.88,8.971662780230261e-05,0.9007194032898721,-0.0033080265199271408,0.898749047856864,"8.971662780230261e-05, 0.9007194032898721","-0.0033080265199271408, 0.898749047856864",11.428747580582467
1919,950,598,5,1216.63,8.971662780230261e-05,0.9007194032898721,-0.0003650735388312465,0.9018534297527562,"8.971662780230261e-05, 0.9007194032898721","-0.0003650735388312465, 0.9018534297527562",4.623068681169416
1920,341,766,5,2229.18,-0.002942210502724886,0.898017875523076,0.00018816671979476394,0.8975839591099322,"-0.002942210502724886, 0.898017875523076","0.00018816671979476394, 0.8975839591099322",7.907748264664622
1921,341,66,6,2609.83,-0.002942210502724886,0.898017875523076,0.0007022729748027657,0.8976774790684238,"-0.002942210502724886, 0.898017875523076","0.0007022729748027657, 0.8976774790684238",9.08672723805616
1922,341,309,1,1466.57,-0.002942210502724886,0.898017875523076,-0.00254281500908202,0.8963601648990259,"-0.002942210502724886, 0.898017875523076","-0.00254281500908202, 0.8963601648990259",6.63155702852861
1923,341,735,1,1788.79,-0.002942210502724886,0.898017875523076,-0.0067908780382764065,0.8977783075033986,"-0.002942210502724886, 0.898017875523076","-0.0067908780382764065, 0.8977783075033986",9.536469170159796
1924,341,257,3,1796.8,-0.002942210502724886,0.898017875523076,-7.427354351656525e-05,0.8979576089366695,"-0.002942210502724886, 0.898017875523076","-7.427354351656525e-05, 0.8979576089366695",7.074398602276468
1925,341,255,3,790.03,-0.002942210502724886,0.898017875523076,-0.0021979048542593413,0.8974332765646965,"-0.002942210502724886, 0.898017875523076","-0.0021979048542593413, 0.8974332765646965",2.9525785849204578
1926,341,870,3,984.5,-0.002942210502724886,0.898017875523076,-0.0018211067365931683,0.8983240022764348,"-0.002942210502724886, 0.898017875523076","-0.0018211067365931683, 0.8983240022764348",3.0169731249636524
1927,341,352,3,434.17,-0.002942210502724886,0.898017875523076,-0.002912408615340082,0.8976375167619627,"-0.002942210502724886, 0.898017875523076","-0.002912408615340082, 0.8976375167619627",1.5064926293952434
1928,341,392,1,2527.0,-0.002942210502724886,0.898017875523076,0.0018354572743677123,0.8981378817276464,"-0.002942210502724886, 0.898017875523076","0.0018354572743677123, 0.8981378817276464",11.786704039438192
1929,341,431,5,2729.82,-0.002942210502724886,0.898017875523076,-0.004837727184062413,0.899820665087663,"-0.002942210502724886, 0.898017875523076","-0.004837727184062413, 0.899820665087663",8.523463689092615
1930,916,753,6,1907.67,-0.0012541003066587177,0.8982872122531662,-0.0017981827542968589,0.8994479433388887,"-0.0012541003066587177, 0.8982872122531662","-0.0017981827542968589, 0.8994479433388887",4.783337567258007
1931,916,425,1,2742.33,-0.0012541003066587177,0.8982872122531662,-0.004091441102779775,0.8999548122947076,"-0.0012541003066587177, 0.8982872122531662","-0.004091441102779775, 0.8999548122947076",9.607855157217351
1932,916,520,1,1860.59,-0.0012541003066587177,0.8982872122531662,-0.0006392707804964076,0.8961567788659911,"-0.0012541003066587177, 0.8982872122531662","-0.0006392707804964076, 0.8961567788659911",8.563469192001776
1933,916,404,1,1950.0,-0.0012541003066587177,0.8982872122531662,0.002383042671877542,0.8974958741404387,"-0.0012541003066587177, 0.8982872122531662","0.002383042671877542, 0.8974958741404387",9.4985077239259
1934,916,567,1,2010.26,-0.0012541003066587177,0.8982872122531662,-0.0023392748896572074,0.8992355126338806,"-0.0012541003066587177, 0.8982872122531662","-0.0023392748896572074, 0.8992355126338806",4.60618262681938
1935,916,336,7,1268.49,-0.0012541003066587177,0.8982872122531662,-0.0027320833359698103,0.8981527855139272,"-0.0012541003066587177, 0.8982872122531662","-0.0027320833359698103, 0.8981527855139272",3.681252103499265
1936,916,512,4,1857.93,-0.0012541003066587177,0.8982872122531662,-0.0016771171623599303,0.8965526872688928,"-0.0012541003066587177, 0.8982872122531662","-0.0016771171623599303, 0.8965526872688928",6.940689188500425
1937,916,68,5,1463.61,-0.0012541003066587177,0.8982872122531662,0.000428423782392282,0.8974493773216191,"-0.0012541003066587177, 0.8982872122531662","0.000428423782392282, 0.8974493773216191",5.310034395282758
1938,916,539,7,3112.67,-0.0012541003066587177,0.8982872122531662,-0.006713654888002831,0.8995260580346488,"-0.0012541003066587177, 0.8982872122531662","-0.006713654888002831, 0.8995260580346488",14.309432147911453
1939,916,149,4,3036.21,-0.0012541003066587177,0.8982872122531662,-0.0011665038535219336,0.9000672183890974,"-0.0012541003066587177, 0.8982872122531662","-0.0011665038535219336, 0.9000672183890974",7.045005012592229
1940,758,98,1,1053.75,-0.0007348713579916248,0.8977881680959325,0.00118873484017007,0.8983440257295755,"-0.0007348713579916248, 0.8977881680959325","0.00118873484017007, 0.8983440257295755",5.226901664653091
1941,758,395,3,1498.58,-0.0007348713579916248,0.8977881680959325,0.0031724485574396266,0.8980176286994802,"-0.0007348713579916248, 0.8977881680959325","0.0031724485574396266, 0.8980176286994802",9.676486277684129
1942,758,101,2,1191.74,-0.0007348713579916248,0.8977881680959325,0.00111050327450087,0.8981779749003269,"-0.0007348713579916248, 0.8977881680959325","0.00111050327450087, 0.8981779749003269",4.80370955242314
1943,758,867,7,1438.08,-0.0007348713579916248,0.8977881680959325,-0.0021880159629313204,0.89843591161212,"-0.0007348713579916248, 0.8977881680959325","-0.0021880159629313204, 0.89843591161212",4.40412589298091
1944,758,876,5,830.9,-0.0007348713579916248,0.8977881680959325,-0.000820806949845429,0.8983488992063525,"-0.0007348713579916248, 0.8977881680959325","-0.000820806949845429, 0.8983488992063525",2.2283442620737612
1945,758,255,2,1167.58,-0.0007348713579916248,0.8977881680959325,-0.0021979048542593413,0.8974332765646965,"-0.0007348713579916248, 0.8977881680959325","-0.0021979048542593413, 0.8974332765646965",3.8720434964311887
1946,758,268,2,1830.97,-0.0007348713579916248,0.8977881680959325,0.0002779989227529108,0.8992070284586315,"-0.0007348713579916248, 0.8977881680959325","0.0002779989227529108, 0.8992070284586315",6.142732991336302
1947,758,910,4,1238.29,-0.0007348713579916248,0.8977881680959325,-0.0013601304507030569,0.898464616865519,"-0.0007348713579916248, 0.8977881680959325","-0.0013601304507030569, 0.898464616865519",3.0881104581013203
1948,758,768,2,2549.96,-0.0007348713579916248,0.8977881680959325,-0.0016061714267523587,0.8992742194612567,"-0.0007348713579916248, 0.8977881680959325","-0.0016061714267523587, 0.8992742194612567",6.258455406618078
1949,758,567,1,2684.44,-0.0007348713579916248,0.8977881680959325,-0.0023392748896572074,0.8992355126338806,"-0.0007348713579916248, 0.8977881680959325","-0.0023392748896572074, 0.8992355126338806",6.95758012386416
1950,798,224,3,695.82,-0.0033430745503328935,0.8970629300784564,-0.0043587642579019335,0.8968719437893152,"-0.0033430745503328935, 0.8970629300784564","-0.0043587642579019335, 0.8968719437893152",2.6185719023310403
1951,798,849,6,885.73,-0.0033430745503328935,0.8970629300784564,-0.004579723740290085,0.8974744899540624,"-0.0033430745503328935, 0.8970629300784564","-0.004579723740290085, 0.8974744899540624",3.4586666283398904
1952,798,584,4,1100.06,-0.0033430745503328935,0.8970629300784564,-0.002076536670780435,0.8970052165315704,"-0.0033430745503328935, 0.8970629300784564","-0.002076536670780435, 0.8970052165315704",3.134482484131313
1953,798,6,7,1729.2,-0.0033430745503328935,0.8970629300784564,-0.001961805195658502,0.898261416477908,"-0.0033430745503328935, 0.8970629300784564","-0.001961805195658502, 0.898261416477908",5.838187051074483
1954,798,82,2,1658.63,-0.0033430745503328935,0.8970629300784564,-0.0007055771586390745,0.8970856329871746,"-0.0033430745503328935, 0.8970629300784564","-0.0007055771586390745, 0.8970856329871746",6.510343938622486
1955,798,839,5,2014.33,-0.0033430745503328935,0.8970629300784564,-0.003334498436244621,0.8986464251311282,"-0.0033430745503328935, 0.8970629300784564","-0.003334498436244621, 0.8986464251311282",6.264342120122929
1956,798,899,6,2608.91,-0.0033430745503328935,0.8970629300784564,-0.001362942286945584,0.8988845765331194,"-0.0033430745503328935, 0.8970629300784564","-0.001362942286945584, 0.8988845765331194",8.704255966763784
1957,798,363,3,2460.36,-0.0033430745503328935,0.8970629300784564,-0.0029101987936291265,0.8989213290002653,"-0.0033430745503328935, 0.8970629300784564","-0.0029101987936291265, 0.8989213290002653",7.428876101535693
1958,798,517,1,2723.98,-0.0033430745503328935,0.8970629300784564,-0.002246846364566946,0.8994373294509878,"-0.0033430745503328935, 0.8970629300784564","-0.002246846364566946, 0.8994373294509878",9.773931632628452
1959,798,480,1,3051.73,-0.0033430745503328935,0.8970629300784564,-0.007428432021658367,0.8985818775864168,"-0.0033430745503328935, 0.8970629300784564","-0.007428432021658367, 0.8985818775864168",11.72982716633947
1960,964,281,2,564.37,0.00014822480255411607,0.9001557191508829,0.0014262071147940051,0.9002321466634524,"0.00014822480255411607, 0.9001557191508829","0.0014262071147940051, 0.9002321466634524",3.1564180709002527
1961,964,156,1,1340.81,0.00014822480255411607,0.9001557191508829,-0.0013864526260745497,0.8994731026535121,"0.00014822480255411607, 0.9001557191508829","-0.0013864526260745497, 0.8994731026535121",4.641268027052258
1962,964,827,3,751.54,0.00014822480255411607,0.9001557191508829,0.0013222575861097366,0.899983670517917,"0.00014822480255411607, 0.9001557191508829","0.0013222575861097366, 0.899983670517917",2.9659482649772606
1963,964,431,3,2109.62,0.00014822480255411607,0.9001557191508829,-0.004837727184062413,0.899820665087663,"0.00014822480255411607, 0.9001557191508829","-0.004837727184062413, 0.899820665087663",12.332510727677624
1964,964,392,4,1495.82,0.00014822480255411607,0.9001557191508829,0.0018354572743677123,0.8981378817276464,"0.00014822480255411607, 0.9001557191508829","0.0018354572743677123, 0.8981378817276464",8.998499112739827
1965,964,948,7,760.22,0.00014822480255411607,0.9001557191508829,-0.0003076611149228823,0.9009123178297178,"0.00014822480255411607, 0.9001557191508829","-0.0003076611149228823, 0.9009123178297178",3.1958984291842425
1966,964,570,1,376.26,0.00014822480255411607,0.9001557191508829,-0.000559574625381171,0.8998282563505363,"0.00014822480255411607, 0.9001557191508829","-0.000559574625381171, 0.8998282563505363",2.1697278372762256
1967,964,22,4,860.3,0.00014822480255411607,0.9001557191508829,0.0024340814861138625,0.9003847445004307,"0.00014822480255411607, 0.9001557191508829","0.0024340814861138625, 0.9003847445004307",5.691783532068056
1968,964,141,4,1577.77,0.00014822480255411607,0.9001557191508829,0.001709624578880206,0.8988972183158223,"0.00014822480255411607, 0.9001557191508829","0.001709624578880206, 0.8988972183158223",6.288642399215435
1969,964,25,7,1238.52,0.00014822480255411607,0.9001557191508829,0.002501366641539092,0.8999164385075598,"0.00014822480255411607, 0.9001557191508829","0.002501366641539092, 0.8999164385075598",5.863237573899481
1970,913,886,4,1266.34,-0.001175042547270078,0.8984015266271707,0.00016912564446600295,0.8979709864513502,"-0.001175042547270078, 0.8984015266271707","0.00016912564446600295, 0.8979709864513502",3.7251542188692466
1971,913,215,2,1785.24,-0.001175042547270078,0.8984015266271707,-0.0032106305623380627,0.8985976378310073,"-0.001175042547270078, 0.8984015266271707","-0.0032106305623380627, 0.8985976378310073",5.074802973739816
1972,913,72,4,1742.75,-0.001175042547270078,0.8984015266271707,0.0010227161681790264,0.8972736762324575,"-0.001175042547270078, 0.8984015266271707","0.0010227161681790264, 0.8972736762324575",7.019625091963319
1973,913,680,2,2111.07,-0.001175042547270078,0.8984015266271707,-0.0037000986074997907,0.8986402907492027,"-0.001175042547270078, 0.8984015266271707","-0.0037000986074997907, 0.8986402907492027",6.292202644599544
1974,913,559,3,3018.16,-0.001175042547270078,0.8984015266271707,-0.004984026978103768,0.8989944135165141,"-0.001175042547270078, 0.8984015266271707","-0.004984026978103768, 0.8989944135165141",9.670723099972674
1975,913,253,5,1559.72,-0.001175042547270078,0.8984015266271707,-0.00228125371117657,0.8975573691066207,"-0.001175042547270078, 0.8984015266271707","-0.00228125371117657, 0.8975573691066207",4.311583331740049
1976,913,902,4,738.67,-0.001175042547270078,0.8984015266271707,-0.0009147607650569611,0.8987953279911364,"-0.001175042547270078, 0.8984015266271707","-0.0009147607650569611, 0.8987953279911364",1.6846672730619874
1977,913,180,6,3091.67,-0.001175042547270078,0.8984015266271707,-0.001499693010546254,0.9002881621245857,"-0.001175042547270078, 0.8984015266271707","-0.001499693010546254, 0.9002881621245857",7.506176504296374
1978,913,647,2,2300.89,-0.001175042547270078,0.8984015266271707,-0.0041762793734610405,0.898734122842349,"-0.001175042547270078, 0.8984015266271707","-0.0041762793734610405, 0.898734122842349",7.509780242594977
1979,913,321,7,1267.21,-0.001175042547270078,0.8984015266271707,-0.0008405747243370014,0.8991469501481175,"-0.001175042547270078, 0.8984015266271707","-0.0008405747243370014, 0.8991469501481175",3.061790019141078
1980,311,783,2,1716.65,-0.0022664003226579746,0.8963358593833144,-0.0034601742072558907,0.8973550598609427,"-0.0022664003226579746, 0.8963358593833144","-0.0034601742072558907, 0.8973550598609427",4.994293061930605
