sourceid,dstid,dow,mean_travel_time
550,896,7,2390.64
550,165,3,1925.76
550,332,5,1891.74
550,215,4,1666.29
550,426,1,1479.21
550,968,6,1552.75
550,572,7,2403.5
550,20,4,1654.1
550,341,6,2149.46
912,610,1,2284.68
912,826,7,2256.56
912,581,5,1515.02
912,973,2,1557.29
912,637,4,2200.43
912,5,3,509.21
912,584,4,1570.29
912,38,3,2424.67
912,833,3,2528.16
912,689,7,1570.7
224,344,2,1087.34
224,866,3,1087.6
224,371,3,2361.33
224,235,7,1990.17
224,552,7,1866.96
224,640,6,1688.77
224,476,3,2138.88
224,792,2,1264.31
224,909,3,2701.42
224,322,4,2916.44
424,534,1,1047.03
424,683,3,1584.86
424,654,3,2331.87
424,148,1,1924.34
424,726,7,1669.27
424,501,3,1641.25
424,215,1,1693.16
424,669,2,1450.1
424,345,1,2245.24
424,319,1,2439.78
231,526,7,2442.96
231,551,3,1522.19
231,941,7,1592.48
231,819,6,839.6
231,299,5,1884.73
231,130,6,3046.64
231,113,2,1616.9
231,765,4,2107.52
231,757,2,1980.54
231,820,1,1444.64
505,333,7,2222.95
505,499,3,2791.77
505,669,6,1397.95
505,741,3,635.52
505,471,1,316.49
505,339,2,2475.3
505,741,2,654.71
505,869,3,2275.45
505,166,5,1884.17
505,476,6,2836.47
120,896,6,985.01
120,692,4,869.92
120,566,5,1411.97
120,156,1,2051.48
120,374,4,1659.33
120,491,3,2140.45
120,830,1,1408
120,603,6,324.77
120,428,3,1887.19
120,750,5,2430.28
534,503,6,310.89
534,371,2,961.82
534,982,4,2416.57
534,594,1,1167.47
534,803,1,1381.55
534,490,5,1590.25
534,466,4,2099.78
534,62,1,1632.71
534,191,3,1430.51
534,19,2,1557.58
497,247,3,2422.7
497,973,6,1732.32
497,136,1,1784.85
497,223,5,1667.17
497,562,6,1457.93
497,799,4,1985.95
497,485,1,493.85
497,436,1,1588.48
497,558,3,1199.34
497,367,7,1301.07
476,953,6,3006.1
476,921,3,4116.34
476,337,6,1896.61
476,183,4,3883.83
476,564,2,1107.61
476,245,1,3055.9
476,493,3,2624.49
476,925,7,3444.14
476,667,1,1396.04
476,981,2,2389.74
485,803,7,1383.55
485,407,1,3514.75
485,688,3,1331.02
485,595,1,781.83
485,482,1,607.9
485,432,1,1714.35
485,424,7,1307.37
485,257,7,3827.07
485,836,3,965.56
485,318,1,3799.8
914,892,3,2396.1
914,646,2,1850.66
914,4,6,1675.75
914,537,7,2731.59
914,815,5,2161.98
914,9,6,160.49
914,876,2,142.88
914,248,3,1155.91
914,465,7,2654.44
914,812,1,1908.85
552,17,5,2677
552,776,5,2296.89
552,676,7,1420.18
552,484,2,956.43
552,233,3,2364
552,169,5,1880.29
552,227,6,2017.14
552,243,1,2707.88
552,577,4,2426.07
552,589,3,493.63
496,83,1,1760.58
496,203,4,2725.93
496,731,3,1036.47
496,49,2,1691.02
496,632,5,3521.9
496,656,6,1192.46
496,96,5,3247.05
496,346,3,1347.7
496,634,4,2685.13
496,591,2,600.58
686,933,4,2676.94
686,448,3,2063.52
686,480,7,1512.3
686,342,1,704.08
686,280,7,3090.88
686,142,4,3074.26
686,969,6,676.36
686,322,6,1960.73
686,664,5,946.95
686,767,6,1020.65
908,182,3,2833.22
908,66,5,1735.44
908,253,6,1618.72
908,797,2,2240.11
908,322,1,694.92
908,260,2,1091.47
908,17,7,1702.88
908,934,2,1486.62
908,210,3,1728.67
908,937,6,1174.89
414,739,3,1716.83
414,953,4,2053.27
414,540,6,1790.44
414,464,2,1848.29
414,563,6,1225.92
414,405,4,343.85
414,208,1,1915.63
414,524,5,1905.16
414,362,5,2388.24
414,196,6,704.44
768,411,3,2225.61
768,183,4,1280.48
768,832,4,2590.36
768,354,1,2116.34
768,361,7,1390.43
768,412,1,2367.95
768,611,7,2760.59
768,807,4,1922.29
768,358,4,1137.16
768,466,7,1120.39
769,56,1,1780.44
769,164,4,2611.63
769,854,6,1473.46
769,334,2,1857.43
769,898,4,2166.06
769,839,4,836.33
769,662,3,1303.31
769,292,4,3157.28
769,137,3,2328.9
769,268,2,2447.59
903,273,4,2104.35
903,61,7,2438.5
903,973,5,1490.46
903,698,5,2316.91
903,147,5,1990.4
903,288,2,333.47
903,145,5,1714.77
903,358,1,1498.87
903,573,4,1000.13
903,368,4,2452.64
215,595,7,1000.77
215,770,2,2094.67
215,21,7,1593.43
215,226,5,1516.62
215,356,2,1227.87
215,433,2,1624.02
215,46,3,3222.36
215,360,4,870.09
215,966,6,765.45
215,789,3,1657.16
789,114,2,1401.51
789,863,1,1367.77
789,227,2,745.97
789,866,1,1444.34
789,841,5,2016.18
789,349,1,759.77
789,285,7,1986.65
789,939,3,3263.67
789,216,3,519.55
789,786,2,209.72
901,894,6,1879.93
901,483,6,2410.62
901,731,4,3481.6
901,369,6,2492.81
901,160,7,2270.65
901,537,3,3154.35
901,135,5,2679.89
901,403,5,2016.29
901,805,2,1697.79
901,115,6,2257.12
264,900,4,1658.46
264,753,7,2005.07
264,267,7,114.4
264,809,1,432.29
264,132,7,1700.6
264,262,7,315.98
264,801,2,580.33
264,407,7,554.25
264,806,2,531.95
264,368,6,2042.88
355,904,1,2472.69
355,252,7,722.51
355,82,4,1706
355,770,7,1279.59
355,323,5,3234.97
355,448,5,1546.22
355,941,2,2936.92
355,647,7,1508.18
355,854,1,1871.1
355,798,7,917.91
573,159,1,1746.75
573,92,1,1963.36
573,647,5,1866.59
573,598,1,3074.96
573,454,4,3258.4
573,553,2,1524.8
573,203,4,859.18
573,109,5,2398.03
573,137,5,2329.74
573,542,6,1570.35
436,491,1,1556.95
436,64,3,299.56
436,912,4,2480.46
436,165,5,1600.18
436,406,4,1051.58
436,861,7,1793.8
436,740,7,1504.48
436,407,6,2721.14
436,482,7,1215.12
436,540,2,1571.17
553,677,4,1315.23
553,106,3,1751.19
553,205,5,702.1
553,845,2,1375.17
553,851,4,1905.92
553,592,2,523.9
553,338,1,1880.85
553,427,1,1065.58
553,202,5,1934.13
553,841,5,2039
729,131,3,4111.57
729,767,3,848.44
729,211,1,1623.45
729,853,1,1427.69
729,158,3,1789.08
729,356,3,2290.13
729,365,3,2418.05
729,479,5,1435.79
729,545,5,1394.18
729,351,6,2167.57
767,893,6,2130.96
767,356,2,1943.61
767,797,4,1642.26
767,483,6,725.36
767,939,5,2811.59
767,335,6,1199.77
767,346,7,656.34
767,543,6,1286
767,253,3,1686.38
767,725,4,1777
368,890,7,1962.55
368,720,2,2502.5
368,732,4,2512.71
368,324,7,1676.78
368,932,7,2032.11
368,832,7,1873.55
368,702,5,1516.14
368,131,6,822.84
368,665,3,1416.79
368,747,7,770.29
558,550,2,986.79
558,482,1,1342.1
558,357,6,1878.65
558,476,1,880.43
558,478,1,638.47
558,543,5,726.85
558,532,1,994.57
558,524,2,3086.71
558,720,5,708.15
558,498,6,870.32
369,129,6,1360.83
369,562,3,1668.69
369,495,1,1879.44
369,123,4,992.64
369,928,4,2776.52
369,96,6,3140.47
369,242,2,3277.6
369,488,2,903.45
369,821,4,1821
369,947,4,1380.7
359,787,5,2363.64
359,670,6,1746.48
359,932,4,2097.05
359,205,4,714.25
359,671,7,1839.43
359,811,7,2599.67
359,543,2,1600.71
359,173,7,1694.2
359,406,5,1827.38
359,268,7,1941.25
756,100,1,612.7
756,494,6,541.28
756,136,6,2829.8
756,339,4,2175.6
756,333,7,2092.54
756,10,5,1493.7
756,952,3,2252.03
756,146,3,2288.55
756,874,4,1077.02
756,911,3,1413.79
544,3,4,3036.09
544,971,7,1856.71
544,319,5,3076.51
544,52,5,1323.42
544,248,6,2686.28
544,704,6,1890.21
544,975,7,1073.48
544,333,6,1904.71
544,199,1,1191.37
544,184,4,1320.02
347,884,2,1490.29
347,307,5,1538.59
347,107,5,1408
347,786,7,645.79
347,897,6,2058.66
347,371,4,2430
347,425,7,2271.11
347,425,4,2280.5
347,457,7,2111.98
347,333,7,579.05
409,58,1,1054.53
409,471,4,2085.17
409,670,5,1156.09
409,477,6,2128.05
409,600,6,1208.72
409,599,5,703.69
409,167,7,1695.52
409,892,5,2318.85
409,738,6,1624.13
409,467,4,1832.04
759,402,5,1243.66
759,246,2,1152.68
759,247,6,1413.43
759,393,6,1316.29
759,573,1,2665.69
759,454,2,1127
759,647,5,3185.62
759,511,4,1205.67
759,16,7,946.93
759,109,6,1867.42
543,914,3,3292.07
543,837,2,2065.73
543,417,7,1113.04
543,347,4,2874.81
543,978,7,1156.7
543,859,7,1520.3
543,748,2,2240.79
543,689,3,1755.52
543,837,5,1963.87
543,746,4,2609.33
267,106,5,2706.94
267,285,6,1992.03
267,952,6,1028.72
267,903,4,2038.95
267,877,7,1711.43
267,131,4,1212
267,23,7,1232.9
267,271,4,518.89
267,231,6,2393.16
267,23,6,1257.63
318,687,5,3450.91
318,680,7,2380.32
318,69,6,2114.77
318,636,1,781.44
318,653,4,1343.9
318,755,1,1205.96
318,207,2,2359.25
318,358,6,1897.13
318,263,1,745.7
318,398,6,1587.5
365,336,4,725.07
365,252,6,1587.37
365,568,3,3191
365,510,2,1510.23
365,233,6,690.29
365,158,4,1242.03
365,787,5,1803.06
365,74,5,1947.93
365,285,6,771.3
365,859,3,1971.35
464,671,5,1563.88
464,873,3,2602.55
464,669,1,1846.28
464,6,5,2751.79
464,318,6,2367.43
464,165,1,1013.21
464,960,6,2251.43
464,483,6,2036.35
464,156,7,1179.51
464,837,5,2945.85
578,206,7,2630.89
578,967,2,1682.13
578,356,3,3051.56
578,579,5,134.95
578,292,1,503.57
578,760,2,1689.33
578,880,4,1408.48
578,580,1,254.59
578,454,4,1320.8
578,92,7,2087.46
779,978,5,2448.94
779,516,4,1301.1
779,336,2,1014.95
779,434,6,2356.44
779,774,3,328.38
779,106,5,2560.05
779,899,4,2293.78
779,684,4,1449.83
779,783,1,183.07
779,524,1,2497.61
339,805,4,3167.64
339,835,7,840.82
339,542,7,1660.54
339,419,2,2195.44
339,320,3,2513.45
339,157,5,2686.26
339,215,7,668.46
339,478,2,1933.25
339,309,4,1704.44
339,794,2,862.83
201,166,5,1313.01
201,360,4,1502.45
201,924,4,839.33
201,951,2,2143.9
201,693,6,2098.27
201,368,7,952.76
201,621,5,2364.63
201,687,2,2574.04
201,431,2,2152.94
201,797,7,1639.93
319,270,2,683.63
319,674,1,3750.22
319,759,2,1525.3
319,788,7,3187.55
319,426,2,2491.67
319,447,4,1643.33
319,6,2,2346.36
319,467,3,2573.18
319,23,4,1311.96
319,104,5,884.34
577,767,7,1750.04
577,248,1,831.42
577,245,4,1156.16
577,791,2,214.35
577,297,1,1089.14
577,82,1,1487.96
577,967,1,1200.37
577,767,3,1796.38
577,334,2,1397.54
577,798,5,1159.61
225,838,3,2014.38
225,226,5,131.32
225,6,5,2435.39
225,15,3,1762.84
225,110,7,1557.59
225,687,7,1325.23
225,351,1,1509.97
225,236,1,2010.27
225,776,7,982.64
225,575,3,2077.7
478,346,1,2157.25
478,152,1,3874.7
478,919,3,3654.1
478,610,6,3704.49
478,744,7,2610.12
478,437,4,2262.34
478,685,1,1617.51
478,366,1,2185.95
478,177,5,3106.06
478,197,5,1909.81
748,685,3,2515.31
748,252,3,2612.83
748,481,7,2138.4
748,878,1,2430.44
748,154,7,1022.48
748,542,4,1980.14
748,627,3,2438.54
748,662,2,2841.11
748,202,2,308.14
748,873,6,2140.73
597,618,4,1690.87
597,954,1,1467.99
597,741,6,2285.94
597,478,3,2572.81
597,637,7,1642.11
597,174,5,1890.85
597,489,3,2466.73
597,370,6,1718.82
597,755,4,3525.36
597,887,1,1642.88
367,836,4,1676.53
367,470,6,1111.43
367,420,5,962.33
367,693,5,1038.34
367,705,1,540.39
367,571,3,2151
367,164,7,1744.14
367,134,4,1495.3
367,341,6,2642.76
367,598,2,1671.76
426,560,4,1717.16
426,754,3,2519.47
426,893,4,1874.03
426,467,7,1095.06
426,680,5,1822.95
426,43,5,1210.29
426,701,5,675.6
426,708,1,1237.56
426,363,3,2199.24
426,535,2,1364.74
542,597,1,2334.53
542,939,4,3138.48
542,505,6,1562.37
542,835,4,1423.63
542,924,7,2309.67
542,224,1,2116.96
542,540,4,597.18
542,977,1,1022.33
542,120,4,1968.89
542,577,5,2855.63
218,8,6,387.38
218,559,3,1905.82
218,666,3,2140.07
218,784,2,787.67
218,839,3,2340.06
218,157,4,4789
218,803,1,2330.06
218,235,6,2134.13
218,334,3,1780.41
218,428,4,2694.18
740,982,4,2549.78
740,127,7,1506.07
740,418,4,1752.64
740,668,7,833.76
740,841,6,2159.73
740,196,3,1515.5
740,179,2,891.03
740,148,6,702.21
740,358,7,1192.39
740,117,3,1913.11
700,694,3,164.63
700,538,5,1186.03
700,479,6,1643.84
700,418,5,907.5
700,502,5,166.94
700,405,1,1371.22
700,658,7,1057.02
700,427,1,873.45
700,713,6,214.05
700,673,2,622.27
377,393,5,884.73
377,891,4,2108.11
377,91,3,645.41
377,906,7,2411.1
377,390,7,599.3
377,153,6,2315.91
377,904,5,2295.19
377,154,6,2520.71
377,99,7,1247.92
377,916,5,2763.1
317,331,4,2457.25
317,177,7,1465.25
317,214,2,2794.88
317,982,4,2503.5
317,133,4,1666.17
317,964,1,401.53
317,880,4,1533.25
317,417,7,2549.79
317,291,3,1981.39
317,898,3,1713.11
711,977,4,2638.47
711,0,5,1130.99
711,475,2,1706.48
711,195,3,857.97
711,193,1,271.47
711,364,3,4060.11
711,198,4,1224.2
711,426,2,1457.33
711,977,3,2744.43
711,713,7,214.77
919,761,4,558.65
919,97,5,1798.51
919,909,5,860.33
919,778,1,1917.17
919,982,5,1398.47
919,448,5,1252.52
919,97,3,1639.06
919,525,6,2189.6
919,966,3,1943.76
919,631,5,2168.33
720,331,2,3028.61
720,474,1,872.82
720,659,7,845.18
720,722,4,350.99
720,701,2,2140.5
720,232,2,2912.34
720,573,1,3520.96
720,335,2,2998.36
720,492,3,3509.52
720,495,6,505.97
309,794,3,1612.45
309,295,5,1006.88
309,584,6,943.12
309,80,2,1448.07
309,581,7,1001.85
309,686,3,2510.47
309,970,7,1555.51
309,577,3,1206.56
309,778,7,1012.82
309,506,7,779.56
702,430,1,569.57
702,976,4,2241.83
702,731,5,1859.42
702,660,6,1445.54
702,430,3,527.81
702,538,5,1124.63
702,435,2,1406.05
702,536,1,1067.97
702,437,5,1691.17
702,361,6,1996.47
54,479,5,2467.31
54,952,1,2521.14
54,55,1,1100.9
54,952,4,2114.16
54,207,3,1917.83
54,59,6,828.02
54,43,6,441.68
54,367,6,752.56
54,551,1,2237.69
54,485,3,2511.95
53,356,5,1833.78
53,475,7,2213.27
53,464,7,1234.38
53,471,5,1331.5
53,21,2,3185.23
53,366,7,452.07
53,372,1,796.65
53,979,6,2089.88
53,363,7,2300.53
53,49,1,415.58
539,421,5,1246.08
539,768,7,2314.73
539,727,4,1392.65
539,546,1,661.94
539,333,5,2646.8
539,487,5,696.51
539,721,7,1050.88
539,212,5,2340.96
539,322,7,2945.91
539,728,7,1587.38
739,550,2,1852.67
739,169,4,926.25
739,213,7,2309.57
739,487,1,1697.33
739,517,3,876.35
739,809,3,2257
739,147,3,715.13
739,46,5,1074.5
739,840,6,2323.95
739,541,5,2002.28
742,920,3,1447.54
742,688,4,2227.64
742,370,6,1041.75
742,236,3,2332.83
742,662,4,2683.04
742,748,2,176.83
742,62,5,1027.61
742,553,6,1798.21
742,962,5,1500.2
742,409,4,1694.82
420,434,6,505.86
420,524,7,1758.67
420,536,6,934.44
420,536,4,1028.97
420,435,7,666.72
420,190,5,1048.59
420,670,6,1335.14
420,695,3,705.43
420,833,3,2492.83
420,647,4,2254.45
902,880,7,871.4
902,407,2,1281.78
902,39,7,1359.5
902,2,4,880.85
902,970,3,2597.47
902,847,1,2086.8
902,745,1,2182.95
902,820,1,2425.96
902,837,1,2902.21
902,257,7,973.85
746,750,3,179.39
746,488,6,1883.63
746,375,7,1715.49
746,366,6,1640.65
746,704,7,478.17
746,147,4,316.73
746,867,5,2259.26
746,673,7,2711.02
746,876,5,2370.13
746,331,4,2450.58
6,444,3,2155.69
6,631,2,2480.59
6,340,4,1396.09
6,393,2,2441.31
6,798,7,1531.74
6,319,3,2316.48
6,930,6,1530.11
6,577,7,878.89
6,303,1,1764.17
6,307,3,1883.19
4,651,5,1110.89
4,751,7,1779.01
4,939,4,823.39
4,359,5,2575.21
4,399,2,1666.39
4,613,2,1883.5
4,148,2,1891.18
4,915,2,2223.58
4,632,6,724.98
4,475,7,3342.03
733,476,2,1162.68
733,482,2,1621.34
733,721,2,955.83
733,767,4,1381.35
733,205,7,2148.89
733,838,4,2207.06
733,356,5,2561.45
733,863,7,705.97
733,640,7,1968.02
733,223,3,1573.26
444,71,7,752.14
444,92,3,1470.31
444,252,5,1621.38
444,918,1,2442.33
444,937,4,2152.4
444,919,6,1880.27
444,75,7,598.05
444,980,2,3136.19
444,515,2,772.35
444,96,2,2099.83
232,953,7,2489.09
232,66,7,1899.05
232,353,6,1271.96
232,629,2,2199.93
232,795,7,1779.17
232,977,5,1350.32
232,816,5,2782.93
232,10,4,2065.64
232,855,4,2499.19
232,422,7,2527.45
629,111,3,2869.14
629,841,1,2942.73
629,9,4,2045.93
629,681,5,3917.4
629,155,6,2040.72
629,920,4,2055.1
629,36,7,1819.49
629,104,3,776.02
629,156,6,2224.96
629,403,2,1399.43
627,150,4,1615.52
627,750,2,2311.54
627,914,1,1416.38
627,270,2,1212.25
627,278,1,1329.71
627,479,7,3981.14
627,72,6,1461.82
627,907,2,2405.37
627,374,4,3950.5
627,951,7,1741.02
608,154,2,536.59
608,626,7,1497.78
608,72,7,1822.71
608,805,2,1050.53
608,235,6,2593.42
608,358,5,2162.69
608,358,2,2102.47
608,172,3,1182.27
608,158,5,2762.27
608,925,2,803.2
749,592,5,2544.43
749,122,4,1867.13
749,669,3,1999.1
749,435,3,2280.16
749,269,6,1425.16
749,646,2,435.97
749,500,1,1378.77
749,103,2,1955.67
749,803,7,1904.19
749,909,3,2065.24
336,928,7,2000.87
336,538,5,1876.25
336,227,3,1375.2
336,747,2,2345.13
336,738,6,2609.55
336,511,3,1811.71
336,257,4,1590.41
336,258,3,1502.48
336,64,5,1748.89
336,318,7,2372.21
583,142,5,2043.06
583,297,5,1297.68
583,304,3,1361.11
583,315,2,1582.19
583,237,4,1466.03
583,783,7,1688.77
583,580,7,205.11
583,517,5,3575.72
583,632,4,2091.73
583,104,7,2037.85
292,237,7,673.26
292,158,1,2599.54
292,450,1,1753.41
292,347,3,809.04
292,359,6,2478.07
292,141,4,2718.14
292,444,2,1525.3
292,78,4,597.5
292,343,7,829.99
292,538,7,2796.33
458,101,6,1660.69
458,914,6,2054.14
458,444,6,456.96
458,579,2,1410.75
458,71,4,816.45
458,508,2,1031.32
458,364,1,3599.4
458,917,6,2044.89
458,527,6,903.69
458,459,2,674.92
757,638,6,1494.4
757,248,7,1306.7
757,336,7,1825.58
757,185,7,2281.38
757,264,7,1408.35
757,496,2,3586.63
757,902,5,1668.41
757,253,5,1859.58
757,350,6,2010.94
757,571,6,2048.14
327,861,7,2125.33
327,623,5,1594.59
327,534,7,2805
327,341,7,2873.25
327,283,1,1124.91
327,569,3,1094.38
327,240,3,2749.67
327,142,7,1207.53
327,569,6,1094.21
327,642,6,1944.31
599,396,5,2702.5
599,939,1,2593.28
599,622,7,1771.44
599,708,5,1575.52
599,410,6,667.52
599,358,2,3248.78
599,368,6,1739.71
599,645,6,1743.25
599,705,6,1297.41
599,137,2,1396.39
513,332,3,2664.78
513,363,2,3288.03
513,980,2,3001.42
513,259,3,1822.91
513,522,1,1226.53
513,213,4,3328.14
513,244,4,1851.07
513,980,5,2787.82
513,901,2,2800.88
513,880,7,2171.72
474,156,2,3739.85
474,731,1,721.36
474,483,4,975.9
474,199,2,1423.02
474,192,4,1822.38
474,146,5,3466.5
474,893,2,1946.32
474,148,2,3457.83
474,937,1,4139.83
474,161,5,2250.24
376,950,4,1569.86
376,53,5,893.43
376,820,1,1609.07
376,838,5,1867.07
376,473,4,253.82
376,230,7,1996.8
376,288,7,1906.86
376,202,3,1848.24
376,708,6,1468.37
376,571,6,1987.69
501,88,7,2879.16
501,931,1,1653.88
501,41,3,2774.94
501,371,2,1338.84
501,70,2,3344.64
501,166,2,1704.98
501,699,5,1298.67
501,436,5,1116.5
501,395,6,3069.29
501,831,6,2886.83
92,428,2,3351
92,888,6,1010.79
92,766,2,872.79
92,66,6,634.88
92,90,3,148.8
92,788,6,2416.83
92,939,2,972.4
92,95,3,527.67
92,647,4,3445.9
92,447,6,1125.95
93,74,7,1655.11
93,819,6,2602.2
93,290,4,1919.62
93,681,3,3195.89
93,497,4,3792.79
93,977,3,3183.33
93,91,3,440.21
93,247,3,2295.89
93,480,4,4176.8
93,497,1,3586.52
205,767,6,1235.11
205,538,3,820.09
205,417,5,1504.36
205,870,2,2114.13
205,38,7,2927.47
205,213,5,890.11
205,107,5,3215.84
205,140,5,2058.35
205,667,7,445.47
205,424,7,975.51
91,105,4,793.98
91,932,5,1492.25
91,915,6,1954.07
91,391,3,617.49
91,401,3,943.21
91,757,5,1196.78
91,871,5,1701.86
91,292,4,2043.64
91,390,3,659.68
91,494,6,1103.41
94,245,1,1968.25
94,911,1,1529.25
94,157,7,1601.13
94,270,4,909.42
94,899,2,1798.81
94,876,5,1033.48
94,322,5,1233.99
94,620,7,2205.57
94,632,1,206.22
94,958,5,1453.72
430,589,6,1256.05
430,489,4,1140.85
430,673,7,823.74
430,536,3,560.59
430,132,4,1797
430,140,1,1856.78
430,700,4,732.39
430,552,2,1017.82
430,198,4,727.2
430,565,5,601.3
431,425,4,678.56
431,360,1,1328.93
431,979,4,1532.65
431,949,1,2114.51
431,546,1,838.71
431,44,2,1636.79
431,335,1,2161.89
431,85,6,1501.27
431,813,5,2800.77
431,708,6,1298.68
404,766,4,1089.1
404,248,7,1991.97
404,931,5,1956.38
404,442,1,1161.2
404,632,2,1421.96
404,327,5,1958.31
404,881,3,1241.33
404,385,5,988.17
404,68,4,1107.97
404,443,2,207.91
416,957,3,1625.28
416,693,5,1193.19
416,822,7,1518.74
416,132,4,582.92
416,669,2,1662.73
416,678,4,1780.29
416,360,5,2092.8
416,278,2,1751.18
416,481,2,1710.2
416,471,7,903.91
406,207,1,1610.81
406,43,4,947.12
406,52,2,665.94
406,739,5,1411.51
406,705,4,737.33
406,949,7,1780.43
406,431,5,751.8
406,502,2,1323.69
406,466,1,1979.6
406,85,2,1313.56
95,396,4,424.43
95,901,1,2429.37
95,933,7,1703.72
95,143,7,348.65
95,872,3,1355.76
95,880,1,1984.35
95,628,7,219.75
95,940,3,1639.29
95,103,5,659.64
95,762,1,1911.95
556,941,1,2742.52
556,476,1,1598.89
556,433,7,674.59
556,860,4,1727.6
556,688,4,1003.48
556,412,7,2016.43
556,339,6,1554.23
556,422,7,898.7
556,340,1,1462.63
556,510,6,1343.68
428,592,5,1222.71
428,646,4,2363.1
428,186,3,1959.84
428,490,3,686.62
428,636,7,2143.64
428,139,5,1196.69
428,62,3,831.84
428,833,6,1941.37
428,893,4,1169.93
428,85,5,1075.52
408,325,5,929.87
408,201,5,1984.96
408,930,6,1430.07
408,372,3,2088.56
408,903,1,1730.3
408,764,7,1962.1
408,234,7,2292.88
408,479,2,4455.36
408,167,2,1467.23
408,903,4,2050.1
325,475,2,3589.04
325,900,5,1802.32
325,71,1,2311.54
325,758,5,2195.18
325,875,3,1507.63
325,279,6,460.96
325,872,4,1770.12
325,750,1,1648.23
325,120,3,1333.73
325,834,7,855.5
412,441,4,1901.65
412,362,3,3094.75
412,185,4,2211.15
412,542,5,1820.12
412,699,7,1364.76
412,168,6,1335.6
412,204,1,2415.18
412,137,2,1520.16
412,432,6,1657.43
412,826,6,1904.62
726,841,7,2011.72
726,842,3,1420.71
726,863,5,994.54
726,479,3,792.46
726,21,1,3733.63
726,733,6,455.11
726,496,6,1093.31
726,977,6,2293.5
726,210,4,1999.38
726,660,3,986.85
495,328,2,4140.45
495,722,2,602.77
495,943,4,3660.58
495,405,3,1936.3
495,139,7,2269.52
495,574,3,3060.91
495,238,6,2272.44
495,774,4,2179.96
495,148,4,3677.07
495,821,2,944.34
842,132,7,2358.3
842,970,3,938.68
842,487,2,1738.59
842,330,4,2069.52
842,538,6,1189.46
842,640,7,1250.16
842,65,7,1895
842,936,5,2836.04
842,549,5,1387.89
842,970,4,915.14
841,244,2,863.89
841,899,6,1293.86
841,776,2,1417.73
841,334,4,480.38
841,264,7,2297.56
841,890,4,2752
841,94,3,2351.94
841,110,5,1883.92
841,969,2,1108.65
841,723,4,1706.7
890,425,4,2297.5
890,936,7,844.16
890,922,7,1541.29
890,812,2,613.64
890,954,7,1128.54
890,928,7,1346.86
890,979,2,2835.9
890,901,1,1571.9
890,951,1,1026.62
890,868,2,2083.92
433,665,1,1038.97
433,59,7,1181.45
433,431,7,385.63
433,556,6,829.73
433,647,6,1347.91
433,710,6,1548.85
433,680,4,1759.79
433,159,3,1363.25
433,131,6,2166.12
433,695,4,592.56
275,177,5,1359.3
275,165,7,1112.48
275,922,2,1923.15
275,938,1,1573
275,927,7,1306.92
275,953,3,412.01
275,435,3,2131.89
275,517,5,2930.09
275,154,6,1502.84
275,61,2,2670
90,607,5,821.86
90,499,1,4237.53
90,98,4,584.74
90,289,6,1375.8
90,768,1,2178.9
90,239,2,2048.31
90,877,1,634.45
90,328,5,1602.07
90,761,3,1547
90,876,7,1011.44
728,501,6,2615.41
728,769,4,2079.32
728,733,6,854.07
728,21,7,3470.2
728,856,7,1100.6
728,588,3,1169.96
728,480,1,1113.66
728,359,5,2809.42
728,732,5,1250.41
728,483,7,941.63
850,217,5,412.95
850,249,3,1887.58
850,238,5,1590.56
850,300,4,1141.29
850,853,4,179.85
850,669,2,1779.32
850,365,1,2117.97
850,236,4,1919.97
850,687,5,1449.6
850,842,1,847.42
909,582,3,1842.14
909,528,2,2827.71
909,146,7,2192.23
909,327,5,2196.21
909,884,7,1072.05
909,261,7,952.7
909,570,5,2180.07
909,201,1,1666.17
909,815,7,1824.63
909,361,2,1982.4
421,193,1,1190.44
421,672,4,1446.15
421,489,6,1027.09
421,951,6,2200.92
421,473,3,1514.95
421,198,7,519.85
421,206,7,1421.54
421,86,7,1730.07
421,537,2,1133.1
421,134,4,2025.14
349,491,2,3032.56
349,58,3,2790
349,299,5,1165.35
349,424,1,2383.52
349,843,6,1521.77
349,903,2,2207.7
349,787,2,1219.74
349,210,1,1594.66
349,217,5,889.33
349,803,2,1824.39
870,397,6,1786.92
870,338,7,1648.1
870,567,4,1814.08
870,919,1,599.15
870,356,2,2005.02
870,317,6,2210.43
870,784,2,2355.22
870,103,5,1927.51
870,764,3,1602.94
870,359,1,1799.67
579,230,1,1962.99
579,246,3,851.31
579,448,7,815.47
579,567,5,3204.53
579,776,5,2029.8
579,914,5,1675.42
579,911,3,1711.15
579,754,3,3190.18
579,243,5,1134.52
579,780,5,1044.73
859,847,1,1724.45
859,724,5,875.54
859,285,6,3291.87
859,477,3,1402.76
859,785,2,1536.45
859,973,1,2544.3
859,777,1,1929.14
859,209,2,2183.14
859,211,5,1938.57
859,215,2,2302.27
869,491,4,2014.72
869,748,3,2236.12
869,968,7,1304.13
869,302,2,1919.98
869,906,5,997.55
869,296,3,1623.83
869,287,2,711.68
869,330,2,695.16
869,252,4,1173.44
869,366,2,2617.86
310,335,2,2453.47
310,229,3,1569.83
310,348,2,1636.27
310,585,6,1577.37
310,340,6,1780.23
310,509,5,1778.55
310,313,2,126.95
310,240,6,1819.31
310,307,6,358.29
310,222,1,1516.87
898,352,2,1502.96
898,402,1,2369.17
898,166,5,2097.3
898,475,1,3434.65
898,15,7,1691.99
898,682,1,1861.08
898,230,4,550.23
898,880,7,1038.99
898,766,4,2188.07
