sourceid,dstid,dow,mean_travel_time
574,238,4,1160.1217
574,287,3,1485.4546
576,868,2,1700.752
576,82,6,1063.9075
313,794,2,988.1477
313,304,7,262.27594
816,29,7,1148.7313
816,370,4,2138.9475
451,508,3,1266.0995
451,494,7,1368.2133
866,238,5,2195.438
866,723,6,988.4968
956,962,6,238.25983
956,829,4,1403.0901
951,958,7,454.44
951,557,3,3007.3184
210,925,7,1765.9495
210,698,4,2588.4065
536,360,1,1956.3917
536,978,2,2024.8344
393,285,5,2471.2615
393,762,1,2059.0742
598,43,3,1573.1829
598,124,7,1180.9044
250,495,1,2391.7393
250,687,3,1462.8444
549,767,1,1295.92
549,556,3,940.8296
555,732,7,1316.57
555,665,2,1794.2023
283,326,5,1791.6644
283,834,5,817.54517
774,337,6,495.96844
774,291,2,1594.4359
737,497,2,1633.5282
737,979,6,2716.3638
486,291,6,2523.824
486,967,7,1876.3411
489,924,7,2097.771
489,203,7,2035.2998
775,688,4,1011.6492
775,969,7,560.4749
892,351,3,2161.1257
892,819,5,1943.78
881,976,4,2488.3018
881,79,2,1807.1833
853,798,3,1167.6171
853,344,3,1474.5125
257,484,1,3255.5112
257,871,2,1250.7864
860,859,1,256.279
860,796,2,1835.1896
400,932,3,1902.4684
400,454,7,1329.4679
548,558,3,285.69
548,369,2,1823.9578
308,302,6,785.6168
308,228,5,862.56274
788,115,4,1245.7039
788,304,1,952.5775
894,524,5,2521.6482
894,408,2,1496.375
99,873,3,906.89856
99,876,2,912.54486
97,324,1,1991.9467
97,331,6,2195.29
280,442,3,2150.5862
280,546,1,2595.7136
98,254,3,1983.7146
98,766,3,1065.245
786,339,6,1097.3116
786,482,2,1759.7633
872,333,5,1989.3176
872,265,2,1550.6394
735,362,5,3173.199
735,331,3,2587.9517
203,938,4,1347.9615
203,747,7,689.92865
893,58,3,1592.2529
893,980,7,1222.4254
787,71,5,1535.39
787,300,3,1073.9752
302,309,1,222.4066
302,523,5,898.0824
303,330,1,1917.4617
303,80,1,1051.7478
873,178,1,2135.0283
873,556,3,1954.0739
125,363,7,2314.6223
125,748,7,1463.08
626,28,6,284.11548
626,41,7,583.94366
127,671,6,821.9222
127,166,4,814.2043
315,298,5,730.11926
315,355,4,1644.7429
111,772,6,1086.4622
111,521,2,967.867
871,757,1,1292.6309
871,569,3,1881.2467
108,793,4,948.5388
108,21,5,2595.696
532,436,7,1328.5481
532,664,2,1563.8743
67,98,3,961.6544
67,10,6,1686.7463
85,797,7,794.0633
85,9,1,1728.5505
781,310,1,1467.531
781,795,2,749.08044
107,237,6,1433.5968
107,339,3,1700.4253
202,124,5,1806.1467
202,254,3,2500.3757
122,328,2,1535.5903
122,368,4,1837.8416
102,619,4,2118.0947
102,898,5,1810.7
891,931,7,1431.5034
891,66,1,1414.6337
124,186,7,1303.8453
124,325,4,2052.662
86,340,6,2044.6464
86,950,7,1858.0111
799,313,4,754.3872
799,217,4,926.2614
329,599,5,1787.5282
329,3,2,1180.3678
801,230,7,2001.4576
801,931,7,1277.9852
69,508,3,1177.99
69,918,2,803.6233
307,305,2,142.74239
307,239,3,1759.3676
128,328,2,1827.6466
128,464,2,2055.4185
761,363,4,1886.5894
761,103,5,802.8217
104,210,1,2505.5286
104,958,1,2083.1604
569,636,5,448.23575
569,323,4,1421.1035
88,570,7,1379.3667
88,830,3,1407.3541
278,634,4,1524.6113
278,699,7,1432.9557
115,330,1,2081.225
115,268,4,2688.6306
732,589,7,1964.0902
732,721,2,1274.026
763,826,5,1973.8545
763,387,6,1811.7401
744,207,7,1926.7788
744,171,2,1022.4546
766,401,5,1033.4736
766,254,2,1391.1549
229,785,3,1550.2332
229,364,3,2201.476
222,864,7,718.87225
222,513,7,1841.6436
875,341,3,1835.4731
875,73,6,1308.8871
795,231,4,1935.1562
795,584,4,1259.4805
797,337,7,1036.714
797,909,5,1779.4768
727,856,1,907.54785
727,701,6,1992.9089
526,527,5,344.46878
526,291,3,1660.5933
423,202,5,1969.9453
423,964,3,2184.321
420,139,4,2000.6105
420,820,4,1670.5237
401,317,7,1952.5023
401,21,7,2396.3855
725,665,6,1958.4785
725,356,3,2598.4167
776,938,6,2593.5217
776,74,6,1516.0287
765,636,4,2815.813
765,88,1,1207.592
968,205,5,1382.4698
968,364,4,1677.9526
949,149,6,1029.9547
949,961,6,739.9485
609,921,3,677.7834
609,137,6,1137.4109
969,229,7,1701.5073
969,265,5,2682.2488
541,174,3,2615.1519
541,702,4,1025.5338
348,495,7,1540.2932
348,239,2,850.7081
418,702,7,657.10754
418,556,5,1321.5116
785,969,6,804.5511
785,5,1,1798.8746
778,511,4,1470.054
778,864,1,1865.8121
446,101,7,1072.8801
446,637,3,2439.5237
130,413,3,1113.3596
130,425,7,1629.2723
131,964,1,1325.3196
131,499,2,3067.5608
754,675,4,2967.1926
754,925,5,1248.6951
525,903,5,2180.2483
525,316,4,247.45854
559,928,5,2747.2625
559,167,6,2380.8967
588,662,1,990.2264
588,375,3,1787.147
958,543,1,2906.6018
958,820,5,2983.657
967,768,6,1927.4995
967,770,3,1868.5842
957,738,4,1158.086
957,169,3,715.36145
642,645,3,265.98657
642,28,7,1094.6714
965,166,5,1138.4208
965,752,2,1335.1881
83,935,1,1971.4502
83,912,3,2164.7751
680,927,5,2478.7668
680,292,5,2324.9485
938,900,6,765.6155
938,452,7,2733.5042
966,838,4,820.2637
966,972,5,614.1469
755,142,1,2018.7826
755,215,4,1456.4907
621,277,3,867.1149
621,277,6,889.81757
46,939,6,2217.2998
46,977,5,2425.4773
204,273,5,2113.5403
204,281,3,2546.33
499,488,6,2060.3608
499,470,3,2535.5627
297,299,7,251.14435
297,840,3,2074.913
596,358,1,2589.331
596,495,2,3129.191
620,950,3,1381.5743
620,14,5,1092.3439
89,292,1,1954.3906
89,90,2,539.80383
815,631,3,1267.1576
815,556,6,2783.5872
145,908,4,2121.4468
145,96,1,1176.0251
812,892,3,2315.13
812,172,7,1754.769
161,437,2,1792.7686
161,244,7,992.44604
171,146,7,976.73724
171,797,5,1858.081
724,338,4,1606.0128
724,863,3,898.6431
487,213,7,1787.182
487,861,2,2318.027
172,360,3,2554.574
172,692,1,404.15875
465,164,5,1650.1748
465,211,3,1600.5096
160,289,2,2400.2493
160,415,3,1679.2279
580,640,2,2701.688
580,109,2,534.983
463,448,7,1020.87286
463,452,1,1274.5583
518,461,2,1397.5377
518,766,6,1476.4254
652,3,6,1367.0406
652,649,1,660.2745
653,932,4,1888.6985
653,889,3,1705.1534
660,517,4,2919.913
660,663,4,277.6497
81,21,2,2838.9294
81,758,4,1264.7552
661,499,5,1117.4292
661,735,7,1449.6162
460,457,2,394.0543
460,461,7,244.34502
494,51,7,2474.1726
494,920,2,2010.8239
140,722,1,2977.0244
140,855,6,2685.6543
144,445,1,1015.31256
144,754,6,2360.0317
220,847,1,2429.2441
220,861,3,2671.8467
962,233,6,2554.2866
962,812,1,695.2549
863,209,4,2480.1929
863,208,3,2294.135
862,342,7,1007.9838
862,206,4,1993.8081
864,225,3,1185.1699
864,848,7,629.485
84,674,5,2275.4158
84,596,1,1787.5612
880,901,1,1143.3126
880,949,6,2377.8293
874,964,2,1929.5592
874,508,5,2125.9082
1,806,3,438.31696
1,26,4,1006.71545
509,459,7,1261.8655
509,252,7,1334.7618
399,75,4,528.48157
399,914,2,1679.26
62,979,2,2041.8562
62,146,3,1533.834
650,270,6,1790.4274
650,10,7,1681.138
622,613,4,635.7785
622,755,3,2831.947
34,938,6,2128.4185
34,939,1,2149.3542
330,982,2,566.46564
330,99,1,1804.8452
262,931,3,1140.9237
262,365,2,2467.5532
316,256,5,1334.5223
316,585,5,1281.3888
181,154,7,1133.9325
181,473,7,1629.5635
72,245,3,1900.8623
72,364,3,2462.8887
782,784,2,2127.1743
782,156,1,2174.201
794,669,5,1728.5883
794,335,6,1546.654
663,535,2,1164.967
663,719,1,1036.9282
146,326,6,967.44635
146,752,7,943.00323
665,664,2,145.78284
665,441,5,845.1335
953,517,5,1948.7666
953,125,1,1061.1132
114,976,3,2418.562
114,482,7,2537.632
973,774,6,254.2979
973,369,6,2119.0034
603,465,3,2229.269
603,952,7,1108.0139
959,894,5,1025.2406
959,22,1,1718.4647
105,918,7,1156.833
105,630,7,662.95703
151,891,4,1955.874
151,632,2,1745.817
974,695,7,2092.807
974,416,4,1305.1719
970,551,1,1688.9242
970,747,6,1971.3019
422,741,5,2112.9524
422,535,6,748.92584
884,511,1,1445.5669
884,796,7,1753.774
35,321,2,2353.101
35,31,6,107.48718
110,5,5,1868.2174
110,331,4,2085.73
37,370,6,2748.9077
37,958,1,1368.3274
298,968,5,1460.4326
298,363,6,2609.0935
944,119,4,779.2917
944,118,2,430.89758
123,148,3,1416.2246
123,744,4,1616.6493
971,19,3,1895.8002
971,224,4,1504.5848
133,703,1,1267.7986
133,501,1,1923.8765
851,251,6,2405.2686
851,860,5,477.81403
606,491,5,2096.7637
606,359,2,2294.4739
601,599,6,424.43723
601,435,4,2427.515
741,366,5,1351.9675
741,50,2,1634.1287
883,365,5,2126.1814
883,318,5,1713.5875
805,751,4,2343.0618
805,942,2,1582.5071
804,26,3,1177.5574
804,830,2,439.93997
796,932,7,2367.4128
796,788,6,264.60587
824,133,6,2395.6077
824,951,4,1299.2015
784,688,2,1354.5153
784,689,1,1460.99
844,971,4,1329.0625
844,858,6,550.2374
717,563,5,852.8885
717,495,5,1815.4822
716,560,5,1556.0485
716,662,6,921.2869
920,130,4,1765.7712
920,169,3,1723.4542
411,48,6,582.88904
411,61,7,969.1311
448,6,3,1745.3994
448,638,5,1927.3062
697,327,5,1042.3688
697,269,1,2053.4255
378,257,4,1902.2428
378,365,7,2302.7527
645,621,5,600.19116
645,566,5,856.6727
488,36,1,2727.2983
488,221,3,2404.4812
664,675,7,2435.3518
664,375,3,1218.5515
116,611,3,2161.738
116,409,1,1414.8918
745,472,5,270.20706
745,977,4,1253.3015
695,675,7,1157.4481
695,418,6,436.72836
118,121,5,621.9382
118,183,6,1271.0424
691,977,6,2592.8103
691,679,1,2120.839
212,635,5,2175.401
212,20,7,915.8956
945,744,5,1956.7025
945,180,6,1335.2212
885,906,7,1103.998
885,108,3,1297.3307
163,181,7,620.89606
163,833,5,1709.9579
27,890,6,1554.6776
27,891,2,1449.6982
96,803,3,1941.6863
96,481,4,2246.31
392,396,4,345.35992
392,397,6,106.32852
391,291,6,2129.595
391,393,4,228.97327
28,328,6,1650.404
28,29,4,175.09785
623,37,3,1453.4518
623,622,6,231.36598
565,659,3,691.27313
565,567,5,2754.848
595,857,4,1330.7468
595,371,3,1637.5623
29,933,3,2083.1252
29,641,3,1621.6855
613,644,2,904.2619
613,623,1,567.0788
281,134,1,1648.5192
281,267,6,1278.7573
641,476,6,3705.109
641,277,2,1462.0819
670,493,3,1553.6166
670,606,4,1004.71014
707,137,5,2142.0764
707,490,6,1793.8843
615,25,2,1070.501
615,614,3,478.7711
630,936,5,2011.2863
630,628,5,240.3506
191,56,7,902.72266
191,533,2,1279.6595
194,659,4,1666.8215
194,49,4,537.62854
604,271,7,2110.4907
604,164,4,1334.6824
896,818,3,1351.9014
896,959,1,575.333
654,949,1,1943.1797
654,283,1,1344.8185
417,674,5,1648.8318
417,204,5,2137.5918
182,133,2,901.72504
182,53,7,1222.607
611,132,4,2297.9106
611,951,3,2020.6212
709,323,1,2130.3608
709,29,2,1222.444
175,356,6,1090.0281
175,171,5,181.00578
443,395,2,1073.8799
443,98,7,1193.4359
166,671,2,536.17487
166,704,1,1001.9157
150,958,2,847.8665
150,941,7,1339.3806
279,130,6,1851.7216
279,891,7,1520.0511
806,185,3,1726.0355
806,882,7,1600.7642
571,936,2,1215.8271
571,137,4,1232.3242
846,966,2,1542.9926
846,481,6,1490.234
807,266,2,606.2698
807,753,1,1883.422
13,829,4,933.05304
13,622,7,1104.2811
447,394,7,1077.8505
447,914,3,2146.3142
572,792,7,2251.7556
572,975,2,1170.0222
306,786,7,982.2415
306,690,4,1890.1251
955,1,6,1152.2322
955,812,7,1125.7036
594,415,5,2461.4622
594,552,5,924.3396
33,231,3,2675.8882
33,869,7,2287.2974
12,937,5,2781.4421
12,136,7,1854.7579
31,322,3,2380.2666
31,10,4,1424.5302
818,154,4,1637.1599
818,372,3,2582.3062
828,930,4,1868.9664
828,826,7,243.15352
350,327,4,2388.7517
350,867,7,1087.2407
30,923,3,2070.3918
30,896,4,1452.8082
730,7,2,1069.5547
730,680,2,1945.1345
764,528,6,1878.0343
764,934,3,1554.4202
351,852,1,1885.0442
351,976,1,2049.23
346,336,1,725.32556
346,857,1,1814.1362
616,600,4,2873.1243
616,167,1,2603.8877
389,384,5,920.4057
389,902,6,2339.1997
810,816,6,588.9132
810,814,7,201.4001
649,614,6,984.1874
649,265,7,1546.6648
888,415,5,2270.1902
888,14,5,1552.9288
117,45,1,373.96042
117,131,2,731.5952
24,38,6,875.2855
24,651,4,297.60184
25,626,6,269.65714
25,802,1,1171.1501
531,114,4,1557.9386
531,507,1,1301.8969
669,168,3,2395.3713
669,248,5,2290.2405
658,51,1,2956.2375
658,726,1,1342.733
698,556,7,2084.782
698,752,2,1535.2893
689,69,2,1877.2866
689,585,3,2209.952
617,642,2,873.72833
617,614,7,309.21353
508,287,2,2100.2534
508,442,6,1354.2202
825,610,4,2163.4805
825,269,4,1584.7131
452,142,5,1197.1411
452,96,5,1861.3464
453,446,4,673.09344
453,514,6,1981.3577
190,50,2,962.30365
190,707,4,515.0587
710,474,7,1345.09
710,208,5,1905.4822
457,878,2,1830.266
457,68,6,897.3437
449,257,6,1484.1643
449,66,7,895.373
960,51,4,1545.3047
960,364,3,2515.9548
466,156,5,1187.9447
466,467,7,615.567
455,773,7,1161.8972
455,99,4,1817.7179
352,7,4,2040.921
352,287,4,1750.4701
687,851,1,1876.506
687,918,6,1918.8528
272,517,6,2741.1794
272,894,5,173.8964
440,134,5,2336.3535
440,489,1,712.72
345,493,2,1891.4244
345,473,2,2097.57
736,559,3,1865.1443
736,435,7,2152.0554
714,537,6,1092.5391
714,838,6,2309.6165
65,590,2,1226.6401
65,741,3,1234.3915
68,506,1,1581.5723
68,131,7,2686.3005
75,88,2,1355.6693
75,940,6,2352.6516
87,323,4,1449.0305
87,879,6,1309.6605
734,647,3,2565.9915
734,849,1,1577.4746
590,433,2,1330.2987
590,210,1,1539.3131
82,771,2,591.03314
82,240,7,1568.3572
942,318,7,908.6636
942,755,7,1578.1783
593,681,1,2255.552
593,821,4,2312.7722
445,507,2,1020.59766
445,507,5,938.9991
591,356,2,1756.3842
591,843,4,952.8223
199,556,5,1861.2986
199,820,3,2176.982
618,950,7,1513.6375
618,768,7,2400.4368
170,330,5,2121.3962
170,742,6,933.9856
193,656,1,1416.3958
193,673,2,898.6423
192,49,5,657.55255
192,475,3,2000.462
462,508,7,1559.8972
462,78,7,1661.674
32,573,5,2490.4277
32,264,4,1023.5808
628,395,1,1137.6311
628,327,7,1549.8296
228,784,4,1079.8066
228,214,5,2555.9739
602,569,4,2098.2227
602,633,2,2033.0596
529,109,6,1390.7479
529,309,2,973.35974
713,196,2,1092.5319
713,499,4,1778.613
456,100,5,1758.3112
456,81,5,1013.6665
865,158,1,2163.3125
865,481,2,1847.1499
852,157,6,3041.2705
852,360,3,2404.76
631,762,6,2241.6567
631,894,5,1900.3406
648,932,6,2391.0303
648,641,1,676.6899
560,705,4,1764.2902
560,249,7,2028.3214
516,789,7,1260.0862
516,312,3,674.4754
811,941,3,1371.4504
811,768,5,2222.636
277,599,5,1711.4796
277,608,3,1647.5532
274,832,3,827.8251
274,813,1,1215.4202
972,161,1,517.84973
972,341,7,532.68695
305,529,6,1226.1304
305,311,5,707.43726
324,92,4,1826.0724
324,156,2,1325.0789
380,756,6,2007.3368
380,886,3,1955.84
314,330,6,1952.8728
314,778,6,1291.2598
0,664,7,1832.3057
0,204,7,3142.7178
947,949,1,128.43864
947,180,6,1118.8016
656,723,3,1500.6398
656,360,2,2599.0632
143,242,6,2243.365
143,388,4,527.3141
8,483,6,1189.5442
8,853,7,839.71936
113,795,3,1142.3464
113,899,1,2238.9404
715,700,5,188.65134
715,199,4,516.1696
112,327,1,2469.141
112,337,3,2106.3186
384,379,5,429.72452
384,399,5,620.07074
895,92,2,1797.716
895,374,6,2649.0215
963,747,3,1751.0565
963,39,7,1551.5028
946,896,5,387.0194
946,949,2,389.64816
388,75,7,902.41003
388,873,4,1752.2446
390,912,3,2898.7463
390,914,7,2430.1218
706,974,4,1992.9991
706,502,3,1092.653
521,107,5,971.71515
521,76,7,1164.5382
386,403,4,1064.13
386,913,6,2448.5913
385,879,1,1294.2264
385,96,6,1350.2384
834,32,6,461.24954
834,279,1,784.1298
527,238,3,2350.9475
527,253,6,1858.3162
614,139,6,2437.49
614,625,7,633.3389
948,22,3,1525.8096
948,202,6,1806.052
503,665,4,2283.768
503,702,2,424.09445
607,94,5,1522.3102
607,905,2,2551.942
522,450,5,1103.0524
522,512,5,1146.5629
198,208,1,1987.3583
198,191,2,614.43494
387,607,5,808.7366
387,932,6,1804.4093
651,650,7,153.88297
651,2,4,2126.1858
612,328,5,1836.5293
612,317,5,1908.1748
676,672,1,959.0326
676,485,6,797.7752
402,79,3,455.47504
402,396,4,516.105
461,391,6,1437.6946
461,402,4,1239.0833
263,364,1,2104.801
263,827,1,1247.5485
398,73,5,1161.0931
398,494,5,983.52216
459,494,4,1904.1016
459,97,3,1912.9508
383,105,5,1067.2183
383,388,5,727.24005
814,329,3,650.383
814,802,2,552.53516
712,718,4,662.905
712,435,7,1592.6945
200,356,1,2239.282
200,716,3,424.9615
657,549,5,1114.448
657,541,1,654.7886
